finca_id,abandon_score,activity_status,median_ndvi,std_deviation,cv_percent,valid_periods
finca_00166,85.0,inactive,0.20545775989163803,0.048014917159085846,23.4,13
finca_00167,85.0,inactive,0.2258995321775273,0.11682998331117998,51.7,12
finca_00168,85.0,inactive,0.22540523169109478,0.028866960341395072,12.8,13
finca_00169,116.7,potential,0.3150096967534921,0.04655651387505416,14.8,13
finca_00170,85.0,inactive,0.27073337185970014,0.04291943321524985,15.9,13
finca_00171,85.0,inactive,0.09131286401206425,0.010690569283528524,11.7,12
finca_00172,85.0,inactive,0.2868801536566414,0.0720587302406008,25.1,12
finca_00173,85.0,inactive,0.1057665683435354,0.008362510453347747,7.9,13
finca_00174,85.0,inactive,0.24095117097338944,0.015947751060492697,6.6,13
finca_00175,85.0,inactive,0.18114343616544692,0.0072515004638766395,4.0,13
finca_00176,85.0,inactive,0.1563357482290579,0.005062827032805837,3.2,13
finca_00177,85.0,inactive,0.2376536829253726,0.02377634060835277,10.0,13
finca_00178,85.0,inactive,0.282225004925963,0.039089622849841285,13.9,13
finca_00179,85.0,inactive,0.14721976608977597,0.022782793753847667,15.5,12
finca_00180,85.0,inactive,0.1871518759660747,0.020972709886983663,11.2,13
finca_00181,85.0,inactive,0.21642233692670573,0.05108886189663782,23.6,11
finca_00182,85.0,inactive,0.24082709297773433,0.06583792766779123,27.3,12
finca_00183,85.0,inactive,0.193166069230562,0.11053011549050337,57.2,11
finca_00184,85.0,inactive,0.23196808138993494,0.08779775112816271,37.8,11
finca_00185,85.0,inactive,0.2442308425137428,0.06377413583123014,26.1,12
finca_00186,85.0,inactive,0.193921262172127,0.08994391296082002,46.4,12
finca_00187,85.0,inactive,0.2606619414090654,0.05392352319198946,20.7,12
finca_00188,85.0,inactive,0.21498165287619977,0.0334001914784336,15.5,11
finca_00189,85.0,inactive,0.1885351015686285,0.0999498474493228,53.0,11
finca_00190,85.0,inactive,0.22194217979976827,0.10793088810496868,48.6,11
finca_00191,85.0,inactive,0.2014905396242649,0.10046746104133622,49.9,11
finca_00192,85.0,inactive,0.2154853502135203,0.09080111043023818,42.1,11
finca_00193,85.0,inactive,0.23641076902101085,0.12339792014613195,52.2,11
finca_00194,85.0,inactive,0.24232952338655295,0.05911639453119056,24.4,12
finca_00195,85.0,inactive,0.19019803730761883,0.029328375399145935,15.4,11
finca_00196,85.0,inactive,0.20333678380950904,0.03143603188265151,15.5,11
finca_00197,85.0,inactive,0.21499054009261215,0.05209319546793954,24.2,12
finca_00198,85.0,inactive,0.22562519726796615,0.05426050632846244,24.0,12
finca_00199,84.1,potential,0.3165917478262861,0.011881177520049016,3.8,13
finca_00200,85.0,inactive,0.29624912726153596,0.009087331685643968,3.1,13
finca_00201,85.0,inactive,0.19422493034872948,0.040786705771807416,21.0,13
finca_00202,85.0,inactive,0.15556493708478805,0.068815157196595,44.2,13
finca_00203,85.0,inactive,0.21411394706175638,0.10116262299764109,47.2,13
finca_00204,85.0,inactive,0.22413793103448276,0.07066101465090628,31.5,12
finca_00205,67.3,potential,0.33128075552910535,0.04535926250475838,13.7,12
finca_00206,85.0,inactive,0.2518079664601021,0.02164496676214126,8.6,11
finca_00207,85.0,inactive,0.1893454004838698,0.04641909236057149,24.5,13
finca_00208,85.0,inactive,0.2510330153880748,0.04094856011436046,16.3,13
finca_00209,85.0,inactive,0.26733615821867124,0.01212763343012776,4.5,11
finca_00210,85.0,inactive,0.2012407148628406,0.03814916821965748,19.0,13
finca_00211,85.0,inactive,0.19419126618965735,0.024743192922874156,12.7,12
finca_00212,85.0,inactive,0.2222276254724963,0.041270654874936454,18.6,12
finca_00213,85.0,inactive,0.19550387170023326,0.023941608661077838,12.2,12
finca_00214,85.0,inactive,0.1927502574776929,0.02337749741817412,12.1,12
finca_00215,85.0,inactive,0.2728398598221645,0.0343266630963617,12.6,12
finca_00216,85.0,inactive,0.2988696866382017,0.023984892297694706,8.0,12
finca_00217,111.4,potential,0.306869933207757,0.03717252944567962,12.1,12
finca_00218,85.0,inactive,0.26529482776920493,0.06335170952330275,23.9,13
finca_00219,85.0,inactive,0.13486324282482257,0.05039080685052797,37.4,11
finca_00220,85.0,inactive,0.16825193728566906,0.07358786880773892,43.7,11
finca_00221,85.0,inactive,0.190889588121586,0.06531027214065999,34.2,12
finca_00222,85.0,inactive,0.17689742647583243,0.06088187687679047,34.4,12
finca_00223,85.0,inactive,0.14123981683051956,0.049198469257338256,34.8,11
finca_00224,85.0,inactive,0.17556637154732754,0.05589294237823047,31.8,11
finca_00225,85.0,inactive,0.17915253410762078,0.048589812274432403,27.1,11
finca_00226,85.0,inactive,0.1924826989929782,0.04384335382207152,22.8,11
finca_00227,85.0,inactive,0.22817834446298127,0.09127684454427486,40.0,12
finca_00228,85.0,inactive,0.23818197022883486,0.07118481318864699,29.9,12
finca_00229,85.0,inactive,0.17515484764316172,0.06639284267846515,37.9,12
finca_00230,85.0,inactive,0.1745660019900012,0.06620385739953431,37.9,12
finca_00231,85.0,inactive,0.230677087724641,0.057345429277122634,24.9,11
finca_00232,85.0,inactive,0.21963245393930206,0.07025243535318701,32.0,11
